file_name,molecules,props,norm_props
20.txt,"1,8-Cineole",0.19281962911328046,0.11568709008769981
20.txt,Eugenol,0.3106930795522232,0.18640829488716892
20.txt,Ascorbic acid,0.25036279047210963,0.15021158804811735
21.txt,Lactic acid,0.16692507774617005,0.12274069113075119
21.txt,Benzyl acetate,0.2684376301936313,0.1973832853657202
21.txt,Sorbitol,0.34132033776049864,0.2509742377799567
21.txt,Furfuryl alcohol,0.3525231339516627,0.25921169955422246
21.txt,2-Heptanone,0.23077538969043943,0.16969008616934955
22.txt,Caffeine,0.21395821559157277,0.31150687963802437
22.txt,cis-Jasmone,0.3146144758500757,0.45805473461272306
22.txt,Nerolidol,0.15827639465300022,0.23043838574925254
23.txt,Furfuryl alcohol,0.23288148339205905,0.21143801553003058
23.txt,Leaf alcohol,0.2389792465958905,0.21697430348307326
23.txt,Nerolidol,0.38069901012752017,0.3456446688811955
23.txt,"1,8-Cineole",0.24885753722831455,0.2259430121057007
24.txt,Furfuryl alcohol,0.3576945986729193,0.2737139247805997
24.txt,Nerolidol,0.2903081020168811,0.22214864382480595
24.txt,Citral,0.2073519386054864,0.1586691919227756
24.txt,Leaf alcohol,0.2660084097634622,0.2035541104929623
24.txt,Geraniol,0.18545610148185973,0.14191412897885658
25.txt,Lactic acid,0.2281120581322445,0.2505116855675085
25.txt,Ascorbic acid,0.18375609822702768,0.20180016031188674
25.txt,Furfuryl alcohol,0.33729361686512116,0.3704144059015839
25.txt,Caffeine,0.1614227275164803,0.17727374821902067
26.txt,5-Methylfurfural,0.31104645078158155,0.1569176406821865
26.txt,cis-Jasmone,0.1596847940077237,0.08055826088209689
26.txt,"1,2-Propanediol",0.3031269659070833,0.15292239534567192
26.txt,Furfuryl alcohol,0.18309312077587217,0.09236736334748671
26.txt,Lactic acid,0.39429219573683316,0.19891370224272115
26.txt,Benzyl acetate,0.24352274291236564,0.12285307925630841
26.txt,Caffeine,0.38746115459212105,0.19546755824352835
27.txt,Caffeine,0.1732652670909844,0.24188460069335807
27.txt,Eugenol,0.23518901607867645,0.3283324015065368
27.txt,Lactic acid,0.30785947386291784,0.4297829978001052
28.txt,Ascorbic acid,0.36407252130097445,0.28902390306076675
28.txt,Sorbitol,0.3255661200255607,0.2584550747688789
28.txt,Lactic acid,0.35175556732855917,0.2792459222941701
28.txt,"1,8-Cineole",0.2182681149293631,0.17327509987618417
29.txt,Ascorbic acid,0.23184930105180956,0.1949078184021468
29.txt,"1,2-Propanediol",0.3734773761648251,0.31396972205914636
29.txt,"1,8-Cineole",0.321619410719899,0.27037449504836575
29.txt,Ribitol,0.26258701008133367,0.22074796449034115
30.txt,beta-Ionone,0.34936562991334463,0.33526925656873396
30.txt,"1,2-Propanediol",0.34218802186059827,0.3283812541158799
30.txt,2-Heptanone,0.35049128097318105,0.33634948931538616
31.txt,"1,2-Propanediol",0.17128946335882722,0.2112302606268447
31.txt,"1,8-Cineole",0.29515824357676324,0.3639824160478255
31.txt,Ribitol,0.34446576185676164,0.42478732332532987
32.txt,Ascorbic acid,0.2149599003056725,0.11867986984116129
32.txt,Salicylic acid,0.33765159950456936,0.18641824742139942
32.txt,beta-Ionone,0.21780830771116755,0.12025248231287368
32.txt,Leaf alcohol,0.34265210800226953,0.18917904000086555
32.txt,Benzyl acetate,0.33981963804280807,0.1876152266308376
32.txt,2-Heptanone,0.19290383050806936,0.10650266149176742
32.txt,Citral,0.16546292446058466,0.09135247230109501
33.txt,2-Heptanone,0.229795034185092,0.283249594889045
33.txt,Leaf alcohol,0.3888588989318061,0.47931464655897155
33.txt,Lactic acid,0.1926271360585325,0.2374357585519834
34.txt,"1,8-Cineole",0.17361471973228543,0.18371342888673894
34.txt,2-Heptanone,0.2857195698918229,0.3023391217392836
34.txt,Ribitol,0.18725624171276473,0.19814844212831279
34.txt,Benzyl acetate,0.2984395668130043,0.3157990072456647
35.txt,Salicylic acid,0.17308754622554257,0.1328624763506851
35.txt,Ascorbic acid,0.19447772146862508,0.14928163367508232
35.txt,Eugenol,0.34252038188280143,0.26291958682129435
35.txt,Sorbitol,0.3637470862080653,0.2792132634197449
35.txt,Ribitol,0.2289244533003552,0.17572303973319336
36.txt,Benzyl acetate,0.2292043364634078,0.2706648274006131
36.txt,5-Methylfurfural,0.34526364286702366,0.4077179592072386
36.txt,Ascorbic acid,0.2723518260525586,0.32161721339214827
37.txt,"1,8-Cineole",0.3614970059815089,0.2587308487137945
37.txt,"1,2-Propanediol",0.16616191100496544,0.11892550020295259
37.txt,Lactic acid,0.18671596107050542,0.13363645694663032
37.txt,Citral,0.3990356824681976,0.28559805222111845
37.txt,Furfuryl alcohol,0.2837827304124386,0.20310914191550422
38.txt,Citral,0.19234789520798928,0.11626586721264275
38.txt,Ribitol,0.2859555816125257,0.17284760846759195
38.txt,beta-Ionone,0.19120739826097682,0.1155764868248075
38.txt,Furfuryl alcohol,0.24769392936749013,0.1497201176549301
38.txt,cis-Jasmone,0.25560404459391844,0.15450143541023048
38.txt,5-Methylfurfural,0.32978750998509854,0.19934208691420585
38.txt,Lactic acid,0.15178338129765864,0.0917463975155914
39.txt,Salicylic acid,0.2865557056313629,0.25259029644827624
39.txt,beta-Ionone,0.15863834829184328,0.13983496624090938
39.txt,Furfuryl alcohol,0.1603937795566569,0.1413823264744001
39.txt,Lactic acid,0.29171370715901057,0.25713692074974887
39.txt,Sorbitol,0.23716684417511635,0.20905549008666535
40.txt,Nerolidol,0.36324532752285854,0.2772523505768454
40.txt,Leaf alcohol,0.20828700268531505,0.15897812501242786
40.txt,Citral,0.2523095303576849,0.19257896816361936
40.txt,cis-Jasmone,0.3355761869396591,0.2561334711752914
40.txt,Sorbitol,0.15074335154880242,0.11505708507181604
41.txt,Ribitol,0.3695808119443543,0.378988309223191
41.txt,beta-Ionone,0.3986469167058295,0.4087942773450268
41.txt,Furfuryl alcohol,0.2069496131044494,0.21221741343178224
42.txt,Ascorbic acid,0.29491278762904466,0.23960406685656
42.txt,"1,2-Propanediol",0.19757162692924468,0.16051852375848577
42.txt,Citral,0.363641310794672,0.2954430618079874
42.txt,5-Methylfurfural,0.37470808935685107,0.3044343475769669
43.txt,Furfuryl alcohol,0.3163354084535266,0.17635218506599185
43.txt,Ribitol,0.29303908114650074,0.16336483646442007
43.txt,Citral,0.3135232479004434,0.1747844482744734
43.txt,Benzyl acetate,0.3921360208135388,0.21860987504252272
43.txt,Nerolidol,0.2946158306274176,0.16424385034914682
43.txt,Lactic acid,0.1841212584974767,0.10264480480344518
44.txt,Geraniol,0.3591971479398738,0.24319571768995904
44.txt,Citral,0.24885215179999937,0.1684862421731197
44.txt,Leaf alcohol,0.3253995764120807,0.22031295063286865
44.txt,Ascorbic acid,0.3917596931492151,0.265242305747287
44.txt,Lactic acid,0.15177939476241106,0.10276278375676554
45.txt,Sorbitol,0.29692848617028034,0.23755027457589536
45.txt,"1,2-Propanediol",0.3600558609121305,0.2880537658259137
45.txt,Geraniol,0.19544849182912288,0.15636372076752217
45.txt,"1,8-Cineole",0.21484578592633638,0.17188204505581559
45.txt,Citral,0.18268198539671904,0.14615019377485328
46.txt,Caffeine,0.255415721792224,0.11497445581147407
46.txt,Geraniol,0.2678668634812763,0.12057929184069431
46.txt,"1,2-Propanediol",0.36218825448230507,0.16303772206429032
46.txt,Furfuryl alcohol,0.35890959267210376,0.16156184440581003
46.txt,Ascorbic acid,0.27062112282400264,0.12181911164063298
46.txt,Benzyl acetate,0.3398780693996685,0.1529948736016727
46.txt,2-Heptanone,0.3666200988264265,0.16503270063542552
47.txt,Citral,0.32980736116455506,0.16369991889865437
47.txt,Ribitol,0.18492801682092486,0.09178904087762323
47.txt,Salicylic acid,0.21384967378695022,0.10614430839814053
47.txt,Geraniol,0.3821105973941594,0.18966063578105116
47.txt,5-Methylfurfural,0.3482403112332824,0.17284911563173783
47.txt,Ascorbic acid,0.35684701209563463,0.1771210525229495
47.txt,Benzyl acetate,0.19892395823142156,0.09873592788984333
48.txt,Leaf alcohol,0.3145078980876521,0.1643457480871615
48.txt,cis-Jasmone,0.2837234500330744,0.14825936941195908
48.txt,Sorbitol,0.3715802250268506,0.19416882827983625
48.txt,2-Heptanone,0.211049478785378,0.11028366754949304
48.txt,Ascorbic acid,0.37480455858186923,0.19585370014920467
48.txt,Nerolidol,0.3580309818719254,0.18708868652234548
49.txt,Caffeine,0.26867031043827705,0.15035140778589196
49.txt,"1,2-Propanediol",0.17885394603423097,0.10008899952675032
49.txt,5-Methylfurfural,0.24328506163619742,0.13614549166452494
49.txt,Citral,0.3671378866172466,0.20545514692112402
49.txt,"1,8-Cineole",0.23132523423301182,0.12945261635570535
49.txt,Ascorbic acid,0.17529267054546066,0.09809606334270919
49.txt,Nerolidol,0.32238397460975404,0.18041027440329407
50.txt,2-Heptanone,0.38942866904393203,0.22265937972238703
50.txt,Ascorbic acid,0.20225504010215423,0.11564115678856664
50.txt,Leaf alcohol,0.38803093672204525,0.22186021356809926
50.txt,Citral,0.37746745676968557,0.21582044792969182
50.txt,5-Methylfurfural,0.17929348955092872,0.1025126816412391
50.txt,"1,2-Propanediol",0.21251279325216355,0.12150612035001614
51.txt,Furfuryl alcohol,0.23231034864225472,0.12920101260838282
51.txt,2-Methylbutyric acid,0.2926992926475973,0.16278674291029172
51.txt,beta-Ionone,0.30512095229866376,0.16969513513032974
51.txt,Ascorbic acid,0.3162244846772082,0.17587044172008093
51.txt,cis-Jasmone,0.3402245453044366,0.1892182419959765
51.txt,Eugenol,0.31147399808684145,0.1732284256349383
52.txt,Benzyl acetate,0.2665449503318689,0.18600611946835627
52.txt,Eugenol,0.16678255193943728,0.11638778090771863
52.txt,Nerolidol,0.3379322171842809,0.23582311457607247
52.txt,Leaf alcohol,0.2917076034398264,0.2035656622558376
52.txt,2-Methylbutyric acid,0.3700228985753057,0.2582173227920149
53.txt,cis-Jasmone,0.3816905142836682,0.5071007279723571
53.txt,Ribitol,0.17996949892642655,0.23910121028207115
53.txt,Benzyl acetate,0.19103169719201463,0.25379806174557185
54.txt,Furfuryl alcohol,0.34870292754209886,0.22158936107251595
54.txt,beta-Ionone,0.3629558254140943,0.23064661377512194
54.txt,Nerolidol,0.24965890516099534,0.15865010847667696
54.txt,Caffeine,0.3415259132744942,0.21702860209874783
54.txt,Benzyl acetate,0.27080114627138485,0.17208531457693743
55.txt,cis-Jasmone,0.22519873005100158,0.21003321088235669
55.txt,Lactic acid,0.311720770787092,0.29072861277818235
55.txt,Ascorbic acid,0.23664141284072618,0.2207053110620062
55.txt,Sorbitol,0.29864442520513124,0.27853286527745474
56.txt,Ribitol,0.18641231107115813,0.13132152137584752
56.txt,beta-Ionone,0.303250722151424,0.213630451564156
56.txt,Eugenol,0.3077212430195936,0.21677979078095483
56.txt,Salicylic acid,0.22221277262730693,0.15654180350472674
56.txt,5-Methylfurfural,0.3999136993927046,0.28172643277431497
57.txt,2-Methylbutyric acid,0.22185411338031888,0.1540975337827236
57.txt,2-Heptanone,0.336540116259973,0.23375722516224268
57.txt,Sorbitol,0.20374178065590162,0.14151689797048528
57.txt,Benzyl acetate,0.3478214815045635,0.24159314280832833
57.txt,"1,8-Cineole",0.32974182027993826,0.22903520027622
58.txt,beta-Ionone,0.17149886394195343,0.2353529872657272
58.txt,Sorbitol,0.2852664072411735,0.39147956766346687
58.txt,Nerolidol,0.2719225858710147,0.37316744507080596
59.txt,Furfuryl alcohol,0.2846043569566369,0.17656200199782737
59.txt,Eugenol,0.1943238351301062,0.12055404117265459
59.txt,Ribitol,0.32416787088240573,0.2011062967496712
59.txt,Citral,0.23193302480057953,0.1438859180727209
59.txt,2-Heptanone,0.22863712964886004,0.14184122047010764
59.txt,cis-Jasmone,0.34825681095837246,0.2160505215370184
60.txt,"1,8-Cineole",0.16708616394557504,0.1635712214545161
60.txt,2-Heptanone,0.24486763515765927,0.23971642673216015
60.txt,Eugenol,0.2973650451516207,0.29110946415151134
60.txt,2-Methylbutyric acid,0.31216991434096153,0.3056028876618124
61.txt,Benzyl acetate,0.3029614258368103,0.2094157759804833
61.txt,"1,8-Cineole",0.2566571653879095,0.1774089203013311
61.txt,Ribitol,0.23637406890483154,0.16338865228351834
61.txt,Sorbitol,0.3441962356669236,0.23791847949836345
61.txt,beta-Ionone,0.30650930264796805,0.21186817193630367
62.txt,Ribitol,0.36490541548548394,0.27364918252228504
62.txt,2-Heptanone,0.32417914912355295,0.24310781748855456
62.txt,Caffeine,0.32322800734224144,0.24239453903371883
62.txt,5-Methylfurfural,0.32116634482117457,0.2408484609554415
63.txt,2-Methylbutyric acid,0.3010944945012764,0.24820103940257096
63.txt,"1,8-Cineole",0.3147525507887612,0.25945977653885616
63.txt,beta-Ionone,0.3961118688440667,0.32652665313472024
63.txt,Caffeine,0.20114839285390004,0.16581253092385262
64.txt,Leaf alcohol,0.2228141815387824,0.18099153109619817
64.txt,2-Methylbutyric acid,0.24549779112673106,0.19941738353412583
64.txt,"1,8-Cineole",0.35710395753169594,0.2900748578380931
64.txt,2-Heptanone,0.20141471312397988,0.16360878406325988
64.txt,cis-Jasmone,0.2042445356624904,0.16590744346832295
65.txt,Lactic acid,0.3900491757595943,0.4133826139484194
65.txt,2-Methylbutyric acid,0.29432512030342217,0.31193217456432193
65.txt,Geraniol,0.2591805671520665,0.27468521148725866
66.txt,Ribitol,0.2475553288750294,0.2045439253558981
66.txt,Lactic acid,0.3077114825598615,0.25424827171323233
66.txt,Eugenol,0.22135022820669703,0.18289181962500894
66.txt,Furfuryl alcohol,0.26576263872206574,0.21958781329484026
66.txt,Geraniol,0.16789986645437593,0.13872817001102034
67.txt,"1,2-Propanediol",0.23254277775342702,0.2032694185935403
67.txt,beta-Ionone,0.34630312044451356,0.3027091816393667
67.txt,5-Methylfurfural,0.1813239980229031,0.15849825142388704
67.txt,Geraniol,0.38384271208213994,0.33552314834320596
68.txt,Lactic acid,0.2833846368985092,0.1793022279091453
68.txt,5-Methylfurfural,0.29840851434845167,0.1888080879589031
68.txt,Caffeine,0.2072024527295197,0.13110047816723297
68.txt,Nerolidol,0.25174278069715317,0.15928189309432675
68.txt,Sorbitol,0.3537751264119041,0.22383947499317536
68.txt,Ribitol,0.18597235461214753,0.11766783787721659
69.txt,"1,8-Cineole",0.273313679112484,0.1717796613218235
69.txt,Caffeine,0.2719840869336356,0.1709440028398903
69.txt,Salicylic acid,0.23072957559260499,0.1450152384649356
69.txt,Leaf alcohol,0.2922083741464324,0.18365511638228904
69.txt,cis-Jasmone,0.3417453170481551,0.21478945002489577
69.txt,2-Heptanone,0.18109020929959604,0.11381653096616581
70.txt,beta-Ionone,0.3775949024444569,0.43216960859608006
70.txt,Caffeine,0.17385522196180084,0.19898293843802145
70.txt,Citral,0.32226911668311176,0.3688474529658985
71.txt,"1,2-Propanediol",0.3098287603153018,0.19942778659854624
71.txt,Sorbitol,0.3232274606266754,0.20805214136688735
71.txt,Citral,0.1900947612513047,0.12235848422124189
71.txt,"1,8-Cineole",0.21601662159060178,0.13904363387204188
71.txt,Ascorbic acid,0.2880614883498245,0.1854168249823746
71.txt,5-Methylfurfural,0.22635963088108324,0.14570112895890794
72.txt,cis-Jasmone,0.17542953513696957,0.13022054045686912
72.txt,2-Heptanone,0.2780707408187,0.2064106373329959
72.txt,beta-Ionone,0.36839101489571013,0.27345496310936973
72.txt,Citral,0.19012782997704805,0.14113101739779602
72.txt,"1,2-Propanediol",0.335153410643858,0.24878284170296924
73.txt,"1,8-Cineole",0.25139018073173136,0.16803198771801453
73.txt,Nerolidol,0.18998623317119442,0.1269889074660443
73.txt,2-Heptanone,0.3477733631916775,0.23245557691386962
73.txt,Benzyl acetate,0.23686698413522989,0.15832452187735843
73.txt,5-Methylfurfural,0.2375904263076604,0.15880807865701746
73.txt,Ribitol,0.23247807661831507,0.1553909273676957
74.txt,2-Methylbutyric acid,0.2330060576496151,0.2068461207521533
74.txt,beta-Ionone,0.3032293324204912,0.26918532394450545
74.txt,Leaf alcohol,0.33090061624152833,0.2937499115451438
74.txt,Caffeine,0.2593345158443361,0.23021864375819745
75.txt,"1,8-Cineole",0.3054762476357916,0.19233755817958378
75.txt,5-Methylfurfural,0.38169814783215816,0.2403292900312074
75.txt,Leaf alcohol,0.35040205809170355,0.22062427686623984
75.txt,cis-Jasmone,0.3632810386599195,0.22873329252131733
75.txt,Nerolidol,0.18737233936938416,0.11797558240165154
76.txt,Caffeine,0.3292654389087919,0.15810988610691734
76.txt,2-Heptanone,0.32754125467806433,0.15728195052627722
76.txt,Benzyl acetate,0.3911581654293032,0.1878301384766638
76.txt,Nerolidol,0.35427230463133125,0.17011792650248678
76.txt,Furfuryl alcohol,0.20970697658612394,0.1006991389492373
76.txt,Ribitol,0.3044468119089701,0.14619223601501422
76.txt,beta-Ionone,0.16611917430286402,0.07976872342340349
77.txt,Ribitol,0.197295977444692,0.21353012096506965
77.txt,Leaf alcohol,0.18089556598661374,0.19578023124163588
77.txt,Ascorbic acid,0.35608771031157654,0.3853877450609486
77.txt,cis-Jasmone,0.1896933293896242,0.20530190273234583
78.txt,beta-Ionone,0.3623311066054372,0.23392783619120158
78.txt,Nerolidol,0.38347964865513573,0.2475817361465039
78.txt,Ribitol,0.23557754549487894,0.1520933325022567
78.txt,Benzyl acetate,0.2656489631357168,0.17150801021466033
78.txt,Citral,0.3018639378849416,0.19488908494537746
79.txt,Ascorbic acid,0.22567432971157864,0.3651424197829528
79.txt,"1,2-Propanediol",0.20690595650767205,0.3347750793068669
79.txt,Furfuryl alcohol,0.18546439302049222,0.30008250091018024
80.txt,Benzyl acetate,0.37638195704225075,0.316340595283171
80.txt,Lactic acid,0.2963212029579673,0.24905132667724056
80.txt,Nerolidol,0.15943916762304275,0.13400504528346668
80.txt,2-Heptanone,0.357657409287944,0.30060303275612177
81.txt,Ribitol,0.3483875236973613,0.17878631020246324
81.txt,Eugenol,0.3572733014083838,0.18334633403274553
81.txt,Nerolidol,0.39218069660332994,0.20126019133581313
81.txt,Furfuryl alcohol,0.23919718808900514,0.12275176279385724
81.txt,Benzyl acetate,0.23144191459224978,0.11877189371479026
81.txt,"1,2-Propanediol",0.380144655156165,0.19508350792033055
82.txt,Citral,0.3049587611034664,0.16262457452278045
82.txt,Furfuryl alcohol,0.2111788275969407,0.11261479047824516
82.txt,Caffeine,0.30738462798336363,0.16391821031722265
82.txt,Benzyl acetate,0.16487955809461152,0.0879248980603741
82.txt,Lactic acid,0.3486063040637948,0.1859003875448563
82.txt,Geraniol,0.29883743672560426,0.1593602716089579
82.txt,2-Heptanone,0.23938620754887302,0.12765686746756325
83.txt,Caffeine,0.306946121411826,0.29593965573884834
83.txt,2-Heptanone,0.2765500239658819,0.26663350072837944
83.txt,Eugenol,0.2541888594375231,0.2450741622294787
83.txt,2-Methylbutyric acid,0.1995065829275428,0.19235268130329355
84.txt,beta-Ionone,0.25598291158026343,0.28818992458799453
84.txt,Caffeine,0.1739570617254937,0.19584382485039453
84.txt,5-Methylfurfural,0.22496029431565015,0.2532641333513094
84.txt,cis-Jasmone,0.233343524892244,0.26270211721030157
85.txt,Lactic acid,0.394367678950464,0.3212074604918852
85.txt,2-Methylbutyric acid,0.27464572004649,0.22369544711644407
85.txt,beta-Ionone,0.3551255820102561,0.289245271460355
85.txt,"1,8-Cineole",0.20362726809093953,0.16585182093131576
86.txt,2-Heptanone,0.3486910345649562,0.1598758000580649
86.txt,2-Methylbutyric acid,0.38130483631249085,0.1748293180165282
86.txt,Furfuryl alcohol,0.245163667821077,0.11240821716843637
86.txt,"1,8-Cineole",0.26786060678644696,0.12281482621843652
86.txt,Ascorbic acid,0.38597640417365586,0.17697124475192916
86.txt,Citral,0.3092865729407692,0.1418087458365987
86.txt,Benzyl acetate,0.24272885318628223,0.11129184795000617
87.txt,Geraniol,0.3698749438301726,0.33922072394996206
87.txt,Benzyl acetate,0.27806679996727957,0.25502138699792404
87.txt,Lactic acid,0.1720846282876105,0.15782272674081427
87.txt,2-Methylbutyric acid,0.27034021732393904,0.2479351623112996
88.txt,"1,8-Cineole",0.29951530073759436,0.15485701683487313
88.txt,Furfuryl alcohol,0.2930073825988305,0.1514922578850208
88.txt,2-Heptanone,0.25314050724812953,0.13088007088778275
88.txt,Leaf alcohol,0.3930027215792874,0.20319238757379374
88.txt,beta-Ionone,0.3054997132626244,0.157951110087716
88.txt,cis-Jasmone,0.18395080431548155,0.09510723736156522
88.txt,Geraniol,0.20602454016303906,0.10651991936924839
89.txt,Citral,0.3120975920273428,0.34268312311898974
89.txt,Nerolidol,0.3719053617782262,0.4083520479955988
89.txt,"1,2-Propanediol",0.22674394609055826,0.24896482888541144
90.txt,Furfuryl alcohol,0.326059336530531,0.16010837936137787
90.txt,Sorbitol,0.19649915717728347,0.09648906832816796
90.txt,Geraniol,0.32773069147759026,0.16092908253386998
90.txt,5-Methylfurfural,0.364977863354236,0.17921895697335266
90.txt,Ascorbic acid,0.224045305582786,0.11001534617005408
90.txt,"1,8-Cineole",0.1993286188301605,0.09787844893762304
90.txt,Ribitol,0.39785042013426725,0.19536071769555438
91.txt,Leaf alcohol,0.3493035476929724,0.2875259626393462
91.txt,5-Methylfurfural,0.2528702974426212,0.20814783066272946
91.txt,Lactic acid,0.29168002216959815,0.24009369418341822
91.txt,Sorbitol,0.3210052865831685,0.2642325125145062
92.txt,2-Heptanone,0.319073610891563,0.39766134251325197
92.txt,Benzyl acetate,0.22213602954669964,0.27684806488156916
92.txt,5-Methylfurfural,0.2611655888837324,0.3254905926051788
93.txt,Geraniol,0.1913793495212568,0.08952859610001458
93.txt,Eugenol,0.25725937964918294,0.12034773423134561
93.txt,Ascorbic acid,0.33426388404136875,0.15637097910523448
93.txt,Furfuryl alcohol,0.34313799646942894,0.1605223508666359
93.txt,5-Methylfurfural,0.2619390676894999,0.1225369249746712
93.txt,Caffeine,0.36846452795080276,0.17237027914772965
93.txt,Nerolidol,0.38118955481764777,0.17832313557436863
94.txt,Lactic acid,0.2660090835985996,0.16354997506559021
94.txt,2-Methylbutyric acid,0.3559608607332755,0.21885489438812428
94.txt,Eugenol,0.20426654224323426,0.1255888988401115
94.txt,Leaf alcohol,0.3487081600449035,0.21439572705182633
94.txt,Sorbitol,0.21744703347260266,0.1336926409482881
